line_idx,template_id,raw,normalized_raw,template_text
16482,377,"{""ts"":""2025-10-18T10:35:37.366534Z"",""level"":""DEBUG"",""service"":""payment-svc"",""namespace"":""prod"",""pod"":""payment-svc-003"",""region"":""us-east-1"",""host"":""node-029"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=grafana code=504 timeout=8820ms""}","{""ts"":""2025-10-18T10:<PORT>:<PORT>.366534Z"",""level"":""DEBUG"",""service"":""payment-svc"",""namespace"":""prod"",""pod"":""payment-svc-003"",""region"":""us-east-1"",""host"":""node-029"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=grafana code=504 timeout=8820ms""}","<*> to connect downstream=grafana <*> <*>"
16483,429,"{""ts"":""2025-10-18T09:45:40.916839Z"",""level"":""DEBUG"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-006"",""region"":""us-west-2"",""host"":""node-027"",""request_id"":""6cbd7340-7baf-4602-b4c8-22190413502c"",""user_id"":null,""trace_id"":""9848b97a-eaaa-47b4-acbc-9d8dc3d1b057"",""message"":""Retrying publish_event attempt=4 backoff=757ms reason=unavailable""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.916839Z"",""level"":""DEBUG"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-006"",""region"":""us-west-2"",""host"":""node-027"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Retrying publish_event attempt=4 backoff=757ms reason=unavailable""}","<*> publish_event attempt=4 <*> <*>"
16484,62,"ts=2025-10-18T01:26:24.681043Z level=INFO ns=prod svc=order-svc pod=order-svc-004 region=us-east-1 host=node-028 rid=d5295b90-b1fe-484c-94af-44a93058f2b1 uid=- tid=- msg=Failed_to_connect_downstream=kafka-broker_code=408_timeout=1029ms","ts=2025-10-18T01:<PORT>:<PORT>.681043Z level=INFO ns=prod svc=order-svc pod=order-svc-004 region=us-east-1 host=node-028 rid=<UUID> uid=- tid=- msg=Failed_to_connect_downstream=kafka-broker_code=408_timeout=1029ms","<*> level=INFO ns=prod <*> <*> <*> <*> rid=<UUID> uid=- tid=- <*>"
16485,66,"2025-10-18T21:25:53.823167Z INFO dev.inventory-svc/inventory-svc-007 [eu-central-1 node-028] rid=- uid=- tid=- - Completed job id=0be62d7b-484a-4955-84f6-6c3fc75628a3 result=FAILED duration=14502ms","INFO dev.inventory-svc/inventory-svc-007 [eu-central-1 node-028] rid=- uid=- tid=- - Completed job id=<UUID> result=FAILED duration=14502ms","INFO <*> <*> <*> <*> <*> tid=- - Completed job id=<UUID> <*> <*>"
16486,194,"2025-10-18T21:21:28.115885Z INFO dev.metrics-collector/metrics-collector-003 [us-east-1 node-001] rid=- uid=- tid=- - Inventory reserved sku=SKU-00490 qty=107 orderId=87b4e281-2112-4767-9518-00c2be41c366","INFO dev.metrics-collector/metrics-collector-003 [us-east-1 node-001] rid=- uid=- tid=- - Inventory reserved sku=SKU-00490 qty=107 orderId=<UUID>","INFO <*> <*> <*> <*> <*> tid=- - Inventory reserved <*> <*> orderId=<UUID>"
16487,406,"{""ts"":""2025-10-18T10:20:06.640379Z"",""level"":""WARN"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-005"",""region"":""us-west-2"",""host"":""node-027"",""request_id"":""ff496a85-8eac-4343-be80-eee70cd13d3c"",""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=kafka-broker code=110 timeout=6344ms""}","{""ts"":""2025-10-18T10:<PORT>:<PORT>.640379Z"",""level"":""WARN"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-005"",""region"":""us-west-2"",""host"":""node-027"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=kafka-broker code=110 timeout=6344ms""}","<*> to connect downstream=kafka-broker <*> <*>"
16488,73,"{""ts"":""2025-10-18T03:01:19.216995Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-003"",""region"":""us-east-1"",""host"":""node-020"",""request_id"":null,""user_id"":""user-8776"",""trace_id"":""92e6b0cf-bfeb-4f1d-9267-bd9f399a9c01"",""message"":""Out of memory risk: rss=7373MB heap=3572MB limit=11783MB""}","{""ts"":""2025-10-18T03:<PORT>:<PORT>.216995Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-003"",""region"":""us-east-1"",""host"":""node-020"",""request_id"":null,""user_id"":""user-8776"",""trace_id"":""<UUID>"",""message"":""Out of memory risk: rss=7373MB heap=3572MB limit=11783MB""}","<*> of memory risk: <*> <*> <*>"
16489,50,"{""ts"":""2025-10-18T23:07:52.862057Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-006"",""region"":""us-east-1"",""host"":""node-027"",""request_id"":null,""user_id"":""user-7119"",""trace_id"":null,""message"":""Started job name=archive-logs id=fa50d4c7-3d1e-4261-aa4a-1dd07c48ce27 cron=@hourly""}","{""ts"":""2025-10-18T23:<PORT>:<PORT>.862057Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-006"",""region"":""us-east-1"",""host"":""node-027"",""request_id"":null,""user_id"":""user-7119"",""trace_id"":null,""message"":""Started job name=archive-logs id=<UUID> cron=@hourly""}","<*> job <*> id=<UUID> <*>"
16490,390,"ts=2025-10-18T20:23:11.633866Z level=INFO ns=prod svc=gateway pod=gateway-008 region=eu-central-1 host=node-007 rid=- uid=user-6420 tid=6b804ae5-f32c-49ff-9ec2-53e39082b611 msg=Received_request_PATCH_/api/orders_status=409_latency=1840ms_bytes=928799","ts=2025-10-18T20:<PORT>:<PORT>.633866Z level=INFO ns=prod svc=gateway pod=gateway-008 region=eu-central-1 host=node-007 rid=- uid=user-6420 tid=<UUID> msg=Received_request_PATCH_/api/orders_status=409_latency=1840ms_bytes=928799","<*> level=INFO ns=prod <*> <*> region=eu-central-1 <*> rid=- <*> tid=<UUID> <*>"
16491,28,"{""ts"":""2025-10-18T15:43:53.372297Z"",""level"":""WARN"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-001"",""region"":""eu-central-1"",""host"":""node-023"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Trace 3e4ef15e-3be3-47b1-a052-e9f5eb07136b span=41fa1e13 op=publish_event duration=533ms""}","{""ts"":""2025-10-18T15:<PORT>:<PORT>.372297Z"",""level"":""WARN"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-001"",""region"":""eu-central-1"",""host"":""node-023"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Trace <UUID> span=41fa1e13 op=publish_event duration=533ms""}","<*> <UUID> <*> op=publish_event <*>"
16492,179,"{""ts"":""2025-10-18T02:37:09.086857Z"",""level"":""INFO"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-002"",""region"":""us-west-2"",""host"":""node-036"",""request_id"":""5f31f426-d312-48d7-9890-019f3ebe75cf"",""user_id"":null,""trace_id"":""3fa30c37-9561-4013-95cb-c7d95aa81ff3"",""message"":""Cache DEL key=ac3ec355 ttl=2256s hit=True""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.086857Z"",""level"":""INFO"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-002"",""region"":""us-west-2"",""host"":""node-036"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Cache DEL key=ac3ec355 ttl=2256s hit=True""}","<*> DEL <*> <*> hit=True""}"
16493,45,"{""ts"":""2025-10-18T15:31:50.228693Z"",""level"":""INFO"",""service"":""gateway"",""namespace"":""dev"",""pod"":""gateway-001"",""region"":""eu-central-1"",""host"":""node-027"",""request_id"":null,""user_id"":null,""trace_id"":""cfd630aa-1a46-47e6-b5c9-1876953a9463"",""message"":""Trace 82c31842-4a02-4b01-9a5b-d054e1dda030 span=fb45f035 op=db_query duration=218ms""}","{""ts"":""2025-10-18T15:<PORT>:<PORT>.228693Z"",""level"":""INFO"",""service"":""gateway"",""namespace"":""dev"",""pod"":""gateway-001"",""region"":""eu-central-1"",""host"":""node-027"",""request_id"":null,""user_id"":null,""trace_id"":""<UUID>"",""message"":""Trace <UUID> span=fb45f035 op=db_query duration=218ms""}","<*> <UUID> <*> op=db_query <*>"
16494,54,"{""ts"":""2025-10-18T13:20:18.210090Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-007"",""region"":""us-east-1"",""host"":""node-007"",""request_id"":""65414dfb-d336-4a1a-816c-c22dc49c22cf"",""user_id"":null,""trace_id"":""29baf396-11b7-48e1-b4d4-b40d05c27be3"",""message"":""Payment processed orderId=c921e5b3-5138-4d7e-a6dd-7d490c361f15 amount=571.85 currency=USD gateway=paypal authCode=9b49ed00-3bd""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.210090Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-007"",""region"":""us-east-1"",""host"":""node-007"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Payment processed orderId=<UUID> amount=571.85 currency=USD gateway=paypal authCode=9b49ed00-3bd""}","<*> processed orderId=<UUID> <*> <*> gateway=paypal <*>"
16495,158,"2025-10-18T00:06:32.435870Z ERROR prod.gateway/loki-ingestor-006 [eu-central-1 node-044] rid=- uid=- tid=e24fcb77-87f2-41eb-a603-ee82a44eccb0 - Failed to start application: java.lang.IllegalStateException: Bean creation failure at org.example.App.start(App.java:42) -> caused by org.postgresql.util.PSQLException: FATAL: password authentication failed","ERROR prod.gateway/loki-ingestor-006 [eu-central-1 node-044] rid=- uid=- tid=<UUID> - Failed to start application: java.lang.IllegalStateException: Bean creation failure at org.example.App.start(App.java:<PORT>) -> caused by org.postgresql.util.PSQLException: FATAL: password authentication failed","ERROR <*> <*> <*> <*> <*> <*> - Failed to start application: java.lang.IllegalStateException: Bean creation failure at org.example.App.start(App.java:<PORT>) -> caused by org.postgresql.util.PSQLException: FATAL: password authentication failed"
16496,1130,"ts=2025-10-18T02:15:53.325303Z level=TRACE ns=staging svc=auth-svc pod=auth-svc-008 region=us-west-2 host=node-041 rid=- uid=user-9548 tid=- msg=Permission_denied_for_user=user-3755_resource=/inventory_action=delete","ts=2025-10-18T02:<PORT>:<PORT>.325303Z level=TRACE ns=staging svc=auth-svc pod=auth-svc-008 region=us-west-2 host=node-041 rid=- uid=user-9548 tid=- msg=Permission_denied_for_user=user-3755_resource=/inventory_action=delete","ts=2025-10-18T02:<PORT>:<PORT>.325303Z level=TRACE ns=staging svc=auth-svc pod=auth-svc-008 region=us-west-2 host=node-041 rid=- uid=user-9548 tid=- msg=Permission_denied_for_user=user-3755_resource=/inventory_action=delete"
16497,17,"{""ts"":""2025-10-18T20:59:51.355649Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-006"",""region"":""us-east-1"",""host"":""node-005"",""request_id"":null,""user_id"":""user-7411"",""trace_id"":null,""message"":""Drained 73288 messages from queue=q-payments""}","{""ts"":""2025-10-18T20:<PORT>:<PORT>.355649Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-006"",""region"":""us-east-1"",""host"":""node-005"",""request_id"":null,""user_id"":""user-7411"",""trace_id"":null,""message"":""Drained 73288 messages from queue=q-payments""}","<*> <*> messages from <*>"
16498,57,"ts=2025-10-18T10:22:30.186334Z level=INFO ns=staging svc=kafka-consumer pod=kafka-consumer-001 region=us-east-1 host=node-034 rid=- uid=- tid=dd15f789-5fe1-4d81-8022-023ebd323de5 msg=Permission_denied_for_user=user-5658_resource=/dashboard_action=update","ts=2025-10-18T10:<PORT>:<PORT>.186334Z level=INFO ns=staging svc=kafka-consumer pod=kafka-consumer-001 region=us-east-1 host=node-034 rid=- uid=- tid=<UUID> msg=Permission_denied_for_user=user-5658_resource=/dashboard_action=update","<*> <*> ns=staging <*> <*> region=us-east-1 <*> rid=- uid=- tid=<UUID> <*>"
16499,50,"{""ts"":""2025-10-18T07:19:42.382148Z"",""level"":""INFO"",""service"":""auth-svc"",""namespace"":""prod"",""pod"":""auth-svc-005"",""region"":""us-east-1"",""host"":""node-011"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Started job name=reconcile-metrics id=12369856-eda1-4c74-8382-7b7aa93e440a cron=@hourly""}","{""ts"":""2025-10-18T07:<PORT>:<PORT>.382148Z"",""level"":""INFO"",""service"":""auth-svc"",""namespace"":""prod"",""pod"":""auth-svc-005"",""region"":""us-east-1"",""host"":""node-011"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Started job name=reconcile-metrics id=<UUID> cron=@hourly""}","<*> job <*> id=<UUID> <*>"
16500,117,"2025-10-18T09:01:27.419360Z INFO prod.gateway/gateway-002 [us-west-2 node-031] rid=- uid=- tid=863d4eb7-28db-4e04-b6c5-e86499cf4018 - Out of memory risk: rss=2705MB heap=2768MB limit=2169MB","INFO prod.gateway/gateway-002 [us-west-2 node-031] rid=- uid=- tid=<UUID> - Out of memory risk: rss=2705MB heap=2768MB limit=2169MB","INFO <*> <*> <*> <*> <*> <*> - Out of memory risk: <*> <*> <*>"
16501,17,"{""ts"":""2025-10-18T18:09:47.251514Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-002"",""region"":""us-west-2"",""host"":""node-048"",""request_id"":""28c5380d-f02d-4b1b-af52-fc610cff2937"",""user_id"":null,""trace_id"":""51579c51-8168-4637-abb4-c65a0f53d5ea"",""message"":""Drained 4987 messages from queue=q-orders""}","{""ts"":""2025-10-18T18:<PORT>:<PORT>.251514Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-002"",""region"":""us-west-2"",""host"":""node-048"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Drained 4987 messages from queue=q-orders""}","<*> <*> messages from <*>"
16502,46,"{""ts"":""2025-10-18T11:11:59.739725Z"",""level"":""DEBUG"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-005"",""region"":""eu-central-1"",""host"":""node-048"",""request_id"":""0b6ec44d-054c-4e8f-8e9c-7d86ab478677"",""user_id"":null,""trace_id"":""707ae971-fe8b-4c2d-826b-cab37603e769"",""message"":""User user-6490 authenticated via oauth2 ip=128.199.55.244""}","{""ts"":""2025-10-18T11:<PORT>:<PORT>.739725Z"",""level"":""DEBUG"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-005"",""region"":""eu-central-1"",""host"":""node-048"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""User user-6490 authenticated via oauth2 ip=<IP>""}","<*> <*> authenticated via <*> ip=<IP>""}"
16503,75,"2025-10-18T04:26:46.440468Z INFO prod.order-svc/order-svc-004 [eu-central-1 node-014] rid=- uid=- tid=- - Loki ingested lines=31710 stream=stderr bytes=7866930","INFO prod.order-svc/order-svc-004 [eu-central-1 node-014] rid=- uid=- tid=- - Loki ingested lines=31710 stream=stderr bytes=7866930","INFO <*> [eu-central-1 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
16504,210,"2025-10-18T20:29:35.171131Z WARN prod.loki-ingestor/loki-ingestor-005 [us-west-2 node-032] rid=- uid=user-8689 tid=c033a85e-be2c-4d28-acb6-cfd0448f5384 - CPU usage high: container_cpu=7.25 cores node_load=2.46","WARN prod.loki-ingestor/loki-ingestor-005 [us-west-2 node-032] rid=- uid=user-8689 tid=<UUID> - CPU usage high: container_cpu=7.25 cores node_load=2.46","WARN <*> <*> <*> <*> <*> <*> - CPU usage high: <*> cores <*>"
16505,1131,"ts=2025-10-18T16:41:09.650303Z level=ERROR ns=prod svc=inventory-svc pod=inventory-svc-005 region=us-west-2 host=node-037 rid=- uid=user-715 tid=- msg=Out_of_memory_risk:_rss=5030MB_heap=2695MB_limit=3626MB","ts=2025-10-18T16:<PORT>:<PORT>.650303Z level=ERROR ns=prod svc=inventory-svc pod=inventory-svc-005 region=us-west-2 host=node-037 rid=- uid=user-715 tid=- msg=Out_of_memory_risk:_rss=5030MB_heap=2695MB_limit=3626MB","ts=2025-10-18T16:<PORT>:<PORT>.650303Z level=ERROR ns=prod svc=inventory-svc pod=inventory-svc-005 region=us-west-2 host=node-037 rid=- uid=user-715 tid=- msg=Out_of_memory_risk:_rss=5030MB_heap=2695MB_limit=3626MB"
16506,68,"2025-10-18T19:58:09.785505Z INFO prod.payment-svc/payment-svc-005 [us-east-1 node-047] rid=- uid=- tid=- - Order state transition orderId=a2b598ac-d050-4a72-aa80-0b6c7f6ca2e8 from=DELIVERED to=CANCELLED","INFO prod.payment-svc/payment-svc-005 [us-east-1 node-047] rid=- uid=- tid=- - Order state transition orderId=<UUID> from=DELIVERED to=CANCELLED","INFO <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
16507,241,"{""ts"":""2025-10-18T19:47:29.763231Z"",""level"":""DEBUG"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-007"",""region"":""us-east-1"",""host"":""node-048"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=payment-gw code=408 timeout=7931ms""}","{""ts"":""2025-10-18T19:<PORT>:<PORT>.763231Z"",""level"":""DEBUG"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-007"",""region"":""us-east-1"",""host"":""node-048"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=payment-gw code=408 timeout=7931ms""}","<*> to connect downstream=payment-gw <*> <*>"
16508,1123,"ts=2025-10-18T03:20:03.330578Z level=DEBUG ns=prod svc=metrics-collector pod=metrics-collector-006 region=us-west-2 host=node-010 rid=- uid=user-98 tid=- msg=Failed_to_connect_downstream=orders-api_code=504_timeout=4991ms","ts=2025-10-18T03:<PORT>:<PORT>.330578Z level=DEBUG ns=prod svc=metrics-collector pod=metrics-collector-006 region=us-west-2 host=node-010 rid=- uid=user-98 tid=- msg=Failed_to_connect_downstream=orders-api_code=504_timeout=4991ms","<*> <*> ns=prod svc=metrics-collector pod=metrics-collector-006 region=us-west-2 <*> rid=- <*> tid=- <*>"
16509,18,"{""ts"":""2025-10-18T15:01:45.461214Z"",""level"":""DEBUG"",""service"":""metrics-collector"",""namespace"":""dev"",""pod"":""metrics-collector-007"",""region"":""us-west-2"",""host"":""node-029"",""request_id"":""e53e8cda-6aab-4d90-a9c0-0f89938d39bb"",""user_id"":""user-7173"",""trace_id"":null,""message"":""Order state transition orderId=478b43d3-6f9d-4df3-aecd-34bbec286cc8 from=SHIPPED to=SHIPPED""}","{""ts"":""2025-10-18T15:<PORT>:<PORT>.461214Z"",""level"":""DEBUG"",""service"":""metrics-collector"",""namespace"":""dev"",""pod"":""metrics-collector-007"",""region"":""us-west-2"",""host"":""node-029"",""request_id"":""<UUID>"",""user_id"":""user-7173"",""trace_id"":null,""message"":""Order state transition orderId=<UUID> from=SHIPPED to=SHIPPED""}","<*> state transition orderId=<UUID> <*> <*>"
16510,11,"{""ts"":""2025-10-18T14:16:11.353869Z"",""level"":""DEBUG"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-002"",""region"":""us-west-2"",""host"":""node-017"",""request_id"":""3d0f2b49-d891-4fad-8103-789475389284"",""user_id"":null,""trace_id"":null,""message"":""Inventory reserved sku=SKU-00113 qty=45 orderId=9adba99b-843a-4e0e-934a-86f446e582e1""}","{""ts"":""2025-10-18T14:<PORT>:<PORT>.353869Z"",""level"":""DEBUG"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-002"",""region"":""us-west-2"",""host"":""node-017"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Inventory reserved sku=SKU-00113 qty=45 orderId=<UUID>""}","<*> reserved <*> <*> orderId=<UUID>""}"
16511,178,"2025-10-18T07:56:57.459451Z WARN prod.payment-svc/payment-svc-003 [us-west-2 node-012] rid=- uid=user-5829 tid=a3911cb1-6d93-4aca-a74a-a57bfb28666d - Order state transition orderId=eb1ee30f-585b-49be-b5e4-858835a895a9 from=SHIPPED to=PAID","WARN prod.payment-svc/payment-svc-003 [us-west-2 node-012] rid=- uid=user-5829 tid=<UUID> - Order state transition orderId=<UUID> from=SHIPPED to=PAID","WARN <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
16512,1060,"2025-10-18T12:31:07.890818Z FATAL staging.auth-svc/auth-svc-006 [us-east-1 node-014] rid=- uid=- tid=- - Started job name=archive-logs id=ca78f50d-756b-4233-bfe3-a164abad6901 cron=@hourly","FATAL staging.auth-svc/auth-svc-006 [us-east-1 node-014] rid=- uid=- tid=- - Started job name=archive-logs id=<UUID> cron=@hourly","FATAL <*> <*> node-014] rid=- <*> <*> - Started job <*> id=<UUID> cron=@hourly"
16513,218,"2025-10-18T21:12:30.580510Z DEBUG prod.order-svc/order-svc-003 [us-west-2 node-006] rid=- uid=user-5358 tid=- - Completed job id=e252df52-a93a-4012-a7fa-019191d92258 result=PARTIAL duration=18446ms","DEBUG prod.order-svc/order-svc-003 [us-west-2 node-006] rid=- uid=user-5358 tid=- - Completed job id=<UUID> result=PARTIAL duration=18446ms","DEBUG <*> <*> <*> <*> <*> tid=- - Completed job id=<UUID> <*> <*>"
16514,11,"{""ts"":""2025-10-18T09:36:39.995829Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-east-1"",""host"":""node-002"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Inventory reserved sku=SKU-00408 qty=24 orderId=b6246521-1db3-4466-9e6c-b476c46bfcc0""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.995829Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-east-1"",""host"":""node-002"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Inventory reserved sku=SKU-00408 qty=24 orderId=<UUID>""}","<*> reserved <*> <*> orderId=<UUID>""}"
16515,558,"2025-10-18T09:35:22.854978Z ERROR prod.kafka-consumer/kafka-consumer-003 [us-west-2 node-044] rid=5570aac9-5dcf-4734-8c4a-003d700fddb5 uid=- tid=- - Cache SET key=3b17f6fe ttl=932s hit=True","ERROR prod.kafka-consumer/kafka-consumer-003 [us-west-2 node-044] rid=<UUID> uid=- tid=- - Cache SET key=3b17f6fe ttl=932s hit=True","ERROR <*> <*> <*> <*> uid=- tid=- - Cache <*> <*> <*> hit=True"
16516,28,"{""ts"":""2025-10-18T23:56:37.106316Z"",""level"":""ERROR"",""service"":""metrics-collector"",""namespace"":""staging"",""pod"":""metrics-collector-007"",""region"":""us-west-2"",""host"":""node-004"",""request_id"":""4cfed174-13cc-4f73-9d4f-0d59a738ceba"",""user_id"":null,""trace_id"":null,""message"":""Trace 01d96d8d-1918-4a26-82ad-3edc510af096 span=db9ddd7d op=publish_event duration=1874ms""}","{""ts"":""2025-10-18T23:<PORT>:<PORT>.106316Z"",""level"":""ERROR"",""service"":""metrics-collector"",""namespace"":""staging"",""pod"":""metrics-collector-007"",""region"":""us-west-2"",""host"":""node-004"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Trace <UUID> span=db9ddd7d op=publish_event duration=1874ms""}","<*> <UUID> <*> op=publish_event <*>"
16517,95,"2025-10-18T14:51:26.242497Z INFO staging.gateway/gateway-006 [us-east-1 node-020] rid=77bc83f4-e686-45eb-a44b-602ea363ffcd uid=- tid=- - Payment processed orderId=533632e4-4b2a-4948-895e-9c008d26b185 amount=708.46 currency=GBP gateway=stripe authCode=c578b1b9-0aa","INFO staging.gateway/gateway-006 [us-east-1 node-020] rid=<UUID> uid=- tid=- - Payment processed orderId=<UUID> amount=708.46 currency=GBP gateway=stripe authCode=c578b1b9-0aa","INFO <*> <*> <*> rid=<UUID> <*> <*> - Payment processed orderId=<UUID> <*> <*> <*> <*>"
16518,1058,"2025-10-18T07:32:32.098922Z WARN prod.kafka-consumer/kafka-consumer-008 [eu-central-1 node-044] rid=ec1ce03f-dc5e-47dc-ae14-603ee894fcd0 uid=- tid=- - Retrying http_call attempt=1 backoff=923ms reason=connection_reset","WARN prod.kafka-consumer/kafka-consumer-008 [eu-central-1 node-044] rid=<UUID> uid=- tid=- - Retrying http_call attempt=1 backoff=923ms reason=connection_reset","WARN <*> [eu-central-1 <*> rid=<UUID> <*> tid=- - Retrying http_call <*> <*> reason=connection_reset"
16519,148,"2025-10-18T19:24:04.486725Z TRACE prod.loki-ingestor/loki-ingestor-002 [eu-central-1 node-002] rid=- uid=- tid=- - Started job name=archive-logs id=19617a5a-c2ea-4d1f-8771-63c3aba7b94a cron=0 2 * * *","TRACE prod.loki-ingestor/loki-ingestor-002 [eu-central-1 node-002] rid=- uid=- tid=- - Started job name=archive-logs id=<UUID> cron=0 2 * * *","TRACE <*> <*> <*> <*> <*> <*> - Started job <*> id=<UUID> <*> <*> * * *"
16520,120,"2025-10-18T20:31:57.690120Z DEBUG prod.order-svc/order-svc-007 [us-west-2 node-035] rid=- uid=- tid=- - GC cycle completed pause=198ms freed=1755MB","DEBUG prod.order-svc/order-svc-007 [us-west-2 node-035] rid=- uid=- tid=- - GC cycle completed pause=198ms freed=1755MB","DEBUG <*> <*> <*> rid=- <*> <*> - GC cycle completed <*> <*>"
16521,147,"2025-10-18T16:46:41.359564Z FATAL staging.kafka-consumer/kafka-consumer-002 [us-west-2 node-044] rid=- uid=- tid=- - Heartbeat ok uptime=4025s connections=9050","FATAL staging.kafka-consumer/kafka-consumer-002 [us-west-2 node-044] rid=- uid=- tid=- - Heartbeat ok uptime=4025s connections=9050","FATAL <*> [us-west-2 <*> <*> <*> tid=- - Heartbeat ok <*> <*>"
16522,74,"{""ts"":""2025-10-18T16:30:06.502397Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-002"",""region"":""eu-central-1"",""host"":""node-036"",""request_id"":""b6319354-c784-42c2-9df4-3c93efcba5a0"",""user_id"":null,""trace_id"":null,""message"":""Loki ingested lines=90121 stream=application bytes=4533297""}","{""ts"":""2025-10-18T16:<PORT>:<PORT>.502397Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-002"",""region"":""eu-central-1"",""host"":""node-036"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Loki ingested lines=90121 stream=application bytes=4533297""}","<*> ingested <*> stream=application <*>"
16523,241,"{""ts"":""2025-10-18T15:28:21.135524Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-001"",""region"":""us-west-2"",""host"":""node-024"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=payment-gw code=111 timeout=9785ms""}","{""ts"":""2025-10-18T15:<PORT>:<PORT>.135524Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-001"",""region"":""us-west-2"",""host"":""node-024"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=payment-gw code=111 timeout=9785ms""}","<*> to connect downstream=payment-gw <*> <*>"
