line_idx,template_id,raw,domain_id,category,sub_type,confidence,reasons,label_band
9080,200,20171223-22:45:48:970|Step_LSC|30002312|onExtend:1514040348000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9081,35,20171223-22:45:49:258|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9082,510,20171223-22:45:49:259|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 510,relevant
9083,486,20171223-22:45:49:273|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9084,38,20171223-22:45:49:278|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9085,484,20171223-22:45:54:954|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9086,200,20171223-22:45:54:974|Step_LSC|30002312|onExtend:1514040354000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9087,35,20171223-22:45:55:256|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9088,511,20171223-22:45:55:257|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 511,relevant
9089,486,20171223-22:45:55:268|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9090,38,20171223-22:45:55:272|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9091,196,20171223-22:46:0:142|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9092,196,20171223-22:47:0:157|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9093,196,20171223-22:48:0:132|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9094,196,20171223-22:49:0:139|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9095,196,20171223-22:50:0:142|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9096,196,20171223-22:51:0:128|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9097,484,20171223-22:51:2:965|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9098,200,20171223-22:51:2:978|Step_LSC|30002312|onExtend:1514040662000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9099,35,20171223-22:51:3:266|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9100,512,20171223-22:51:3:266|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 512,relevant
9101,486,20171223-22:51:3:275|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9102,38,20171223-22:51:3:278|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9103,68,20171223-22:51:24:638|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 55.5 for 68,relevant
9104,484,20171223-22:51:37:252|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9105,200,20171223-22:51:37:260|Step_LSC|30002312|onExtend:1514040697000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9106,32,20171223-22:51:37:290|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 32,relevant
9107,33,20171223-22:51:37:292|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 33,relevant
9108,34,20171223-22:51:37:292|Step_StandStepCounter|30002312|flush sensor data,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9109,35,20171223-22:51:37:292|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9110,513,20171223-22:51:37:293|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 513,relevant
9111,484,20171223-22:51:37:295|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9112,486,20171223-22:51:37:302|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9113,38,20171223-22:51:37:306|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9114,483,20171223-22:51:37:307|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 2940.0 for 483,relevant
9115,484,20171223-22:51:37:393|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9116,200,20171223-22:51:37:394|Step_LSC|30002312|onExtend:1514040697000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9117,35,20171223-22:51:37:608|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9118,514,20171223-22:51:37:608|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 514,relevant
9119,486,20171223-22:51:37:615|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9120,38,20171223-22:51:37:618|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9121,484,20171223-22:51:40:331|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9122,200,20171223-22:51:40:340|Step_LSC|30002312|onExtend:1514040700000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9123,35,20171223-22:51:40:632|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9124,515,20171223-22:51:40:632|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 515,relevant
9125,486,20171223-22:51:40:641|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9126,38,20171223-22:51:40:644|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9127,484,20171223-22:51:48:980|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9128,200,20171223-22:51:48:993|Step_LSC|30002312|onExtend:1514040708000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9129,35,20171223-22:51:49:282|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9130,516,20171223-22:51:49:283|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 516,relevant
9131,486,20171223-22:51:49:298|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9132,38,20171223-22:51:49:315|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9133,196,20171223-22:52:0:146|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9134,68,20171223-22:52:8:790|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 55.5 for 68,relevant
9135,484,20171223-22:52:45:412|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9136,200,20171223-22:52:45:415|Step_LSC|30002312|onExtend:1514040766000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9137,32,20171223-22:52:45:485|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 32,relevant
9138,33,20171223-22:52:45:486|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 33,relevant
9139,34,20171223-22:52:45:486|Step_StandStepCounter|30002312|flush sensor data,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9140,35,20171223-22:52:45:487|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29353602,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9141,517,20171223-22:52:45:487|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 517,relevant
9142,484,20171223-22:52:45:487|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9143,486,20171223-22:52:45:494|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9144,38,20171223-22:52:45:497|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9145,483,20171223-22:52:45:498|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 2940.0 for 483,relevant
9146,484,20171223-22:52:45:587|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9147,200,20171223-22:52:45:588|Step_LSC|30002312|onExtend:1514040766000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9148,35,20171223-22:52:45:800|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29409806,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9149,518,20171223-22:52:45:802|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 518,relevant
9150,486,20171223-22:52:45:810|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9151,38,20171223-22:52:45:813|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9152,484,20171223-22:52:45:985|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9153,200,20171223-22:52:45:987|Step_LSC|30002312|onExtend:1514040766000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9154,35,20171223-22:52:46:286|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410120,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9155,519,20171223-22:52:46:287|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 519,relevant
9156,486,20171223-22:52:46:296|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9157,38,20171223-22:52:46:301|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9158,484,20171223-22:52:51:987|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9159,200,20171223-22:52:51:993|Step_LSC|30002312|onExtend:1514040772000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9160,35,20171223-22:52:52:287|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410605,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9161,520,20171223-22:52:52:288|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 520,relevant
9162,486,20171223-22:52:52:301|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9163,38,20171223-22:52:52:306|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9164,68,20171223-22:52:55:718|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 55.5 for 68,relevant
9165,484,20171223-22:53:1:177|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9166,200,20171223-22:53:1:185|Step_LSC|30002312|onExtend:1514040776000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9167,200,20171223-22:53:1:185|Step_LSC|30002312|onExtend:1514040836000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9168,32,20171223-22:53:1:211|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 32,relevant
9169,33,20171223-22:53:1:213|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 33,relevant
9170,34,20171223-22:53:1:213|Step_StandStepCounter|30002312|flush sensor data,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9171,35,20171223-22:53:1:214|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29416607,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9172,521,20171223-22:53:1:215|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 521,relevant
9173,484,20171223-22:53:1:218|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9174,486,20171223-22:53:1:219|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9175,38,20171223-22:53:1:226|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9176,483,20171223-22:53:1:227|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 2940.0 for 483,relevant
9177,484,20171223-22:53:1:315|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9178,200,20171223-22:53:1:320|Step_LSC|30002312|onExtend:1514040781000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9179,522,"20171223-22:53:1:320|Step_LSC|30002312|timeStamp back,extendReportTimeStamp=1514040836000",healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 320.0 for 522,relevant
9180,196,20171223-22:53:1:325|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9181,35,20171223-22:53:1:528|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425533,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9182,523,20171223-22:53:1:529|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 523,relevant
9183,486,20171223-22:53:1:539|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9184,38,20171223-22:53:1:544|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9185,484,20171223-22:53:6:996|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9186,200,20171223-22:53:7:6|Step_LSC|30002312|onExtend:1514040786000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9187,35,20171223-22:53:7:299|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425847,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9188,524,20171223-22:53:7:299|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 524,relevant
9189,486,20171223-22:53:7:309|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9190,38,20171223-22:53:7:314|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9191,68,20171223-22:53:11:351|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 55.5 for 68,relevant
9192,484,20171223-22:53:12:698|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9193,200,20171223-22:53:12:704|Step_LSC|30002312|onExtend:1514040793000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9194,32,20171223-22:53:12:714|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 32,relevant
9195,33,20171223-22:53:12:716|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 33,relevant
9196,34,20171223-22:53:12:716|Step_StandStepCounter|30002312|flush sensor data,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9197,35,20171223-22:53:12:718|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29431618,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9198,525,20171223-22:53:12:718|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437037,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 525,relevant
9199,484,20171223-22:53:12:720|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9200,486,20171223-22:53:12:731|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9201,38,20171223-22:53:12:737|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9202,483,20171223-22:53:12:737|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 2940.0 for 483,relevant
9203,484,20171223-22:53:12:818|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9204,200,20171223-22:53:12:820|Step_LSC|30002312|onExtend:1514040793000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9205,484,20171223-22:53:13:15|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9206,200,20171223-22:53:13:16|Step_LSC|30002312|onExtend:1514040793000 0 0 0,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9207,35,20171223-22:53:13:38|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29437037,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9208,526,20171223-22:53:13:39|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437358,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 526,relevant
9209,486,20171223-22:53:13:45|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
9210,38,20171223-22:53:13:48|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 240.0 for 38,relevant
9211,196,20171223-22:54:0:118|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 58.0 for 196,relevant
9212,484,20171223-22:54:55:20|Step_LSC|30002312|onStandStepChanged 3761,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 412.0 for 484,relevant
9213,200,20171223-22:54:55:29|Step_LSC|30002312|onExtend:1514040895000 0 0 5,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 24.0 for 200,relevant
9214,35,20171223-22:54:55:330|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29437358,healthapp,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
9215,527,20171223-22:54:55:331|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040780000##7189##549659##8661##16256##29539649,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 12458.5 for 527,relevant
9216,486,20171223-22:54:55:346|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,healthapp,Warning,PerformanceDrift,0.5,value 20171223.0 > 10.0x median 301.5 for 486,relevant
